Date,NO3N,Student_Flag
8/13/2016 23:29,0.030,
8/13/2016 23:59,0.030,
8/14/2016 0:29,0.030,
8/14/2016 0:59,0.030,
8/14/2016 1:29,0.067,
8/14/2016 1:59,0.030,
8/14/2016 2:29,0.030,
8/14/2016 2:59,0.030,
8/14/2016 3:29,0.078,
8/14/2016 3:59,0.030,
8/14/2016 4:29,0.030,
8/14/2016 4:59,0.030,
8/14/2016 5:29,0.030,
8/14/2016 5:59,0.030,
8/14/2016 6:29,0.030,
8/14/2016 6:59,0.030,
8/14/2016 7:29,0.030,
8/14/2016 7:59,0.030,
8/14/2016 8:29,0.030,
8/14/2016 8:59,0.030,
8/14/2016 9:29,0.030,
8/14/2016 9:59,0.030,
8/14/2016 10:29,0.030,
8/14/2016 10:59,0.030,
8/14/2016 11:29,0.030,
8/14/2016 11:59,0.030,
8/14/2016 12:29,0.030,
8/14/2016 12:59,0.030,
8/14/2016 13:29,0.030,
8/14/2016 13:59,0.030,
8/14/2016 14:29,0.030,
8/14/2016 14:59,0.030,
8/14/2016 15:29,0.030,
8/14/2016 15:59,0.030,
8/14/2016 16:29,0.030,
8/14/2016 16:59,0.030,
8/14/2016 17:29,0.030,
8/14/2016 17:59,0.030,
8/14/2016 18:29,0.030,
8/14/2016 18:59,0.030,
8/14/2016 19:29,0.030,
8/14/2016 19:59,0.030,
8/14/2016 20:29,0.030,
8/14/2016 20:59,0.030,
8/14/2016 21:29,0.030,
8/14/2016 21:59,0.030,
8/14/2016 22:29,0.030,
8/14/2016 22:59,0.030,
8/14/2016 23:29,0.030,
8/14/2016 23:59,0.030,
8/15/2016 0:29,0.030,
8/15/2016 0:59,0.030,
8/15/2016 1:29,0.030,
8/15/2016 1:59,0.030,
8/15/2016 2:29,0.030,
8/15/2016 2:59,0.030,
8/15/2016 3:29,0.030,
8/15/2016 3:59,0.030,
8/15/2016 4:29,0.030,
8/15/2016 4:59,0.063,
8/15/2016 5:29,0.030,
8/15/2016 5:59,0.030,
8/15/2016 6:29,0.030,
8/15/2016 6:59,0.030,
8/15/2016 7:29,0.030,
8/15/2016 7:59,0.030,
8/15/2016 8:29,0.030,
8/15/2016 8:59,0.075,
8/15/2016 9:29,0.030,
8/15/2016 9:59,0.070,
8/15/2016 10:29,0.106,
8/15/2016 10:59,0.119,
8/15/2016 11:29,0.030,
8/15/2016 11:59,0.030,
8/15/2016 12:29,0.030,
8/15/2016 12:59,0.030,
8/15/2016 13:29,0.030,
8/15/2016 13:59,0.079,
8/15/2016 14:29,0.078,
8/15/2016 14:59,0.030,
8/15/2016 15:29,0.030,
8/15/2016 15:59,0.127,
8/15/2016 16:29,0.063,
8/15/2016 16:59,0.030,
8/15/2016 17:29,0.108,
8/15/2016 17:59,0.030,
8/15/2016 18:29,0.110,
8/15/2016 18:59,0.030,
8/15/2016 19:29,0.202,
8/15/2016 19:59,0.169,
8/15/2016 20:29,0.106,
8/15/2016 20:59,0.099,
8/15/2016 21:29,0.072,
8/15/2016 21:59,0.091,
8/15/2016 22:29,0.030,
8/15/2016 22:59,0.087,
8/15/2016 23:29,0.121,
8/15/2016 23:59,0.084,
8/16/2016 0:29,0.115,
8/16/2016 0:59,0.081,
8/16/2016 1:29,0.030,
8/16/2016 1:59,0.030,
8/16/2016 2:29,0.030,
8/16/2016 2:59,0.030,
8/16/2016 3:29,0.030,
8/16/2016 3:59,0.081,
8/16/2016 4:29,0.030,
8/16/2016 4:59,0.030,
8/16/2016 5:29,0.076,
8/16/2016 5:59,0.030,
8/16/2016 6:29,0.030,
8/16/2016 6:59,0.062,
8/16/2016 7:29,0.122,
8/16/2016 7:59,0.030,
8/16/2016 8:29,0.030,
8/16/2016 8:59,0.067,
8/16/2016 9:29,0.030,
8/16/2016 9:59,0.030,
8/16/2016 10:29,0.030,
8/16/2016 10:59,0.063,
8/16/2016 11:29,0.094,
8/16/2016 11:59,0.164,
8/16/2016 13:29,0.030,
8/16/2016 13:59,0.030,
8/16/2016 14:29,0.030,
8/16/2016 14:59,0.030,
8/16/2016 15:29,0.030,
8/16/2016 15:59,0.030,
8/16/2016 16:29,0.030,
8/16/2016 16:59,0.030,
8/16/2016 17:29,0.030,
8/16/2016 17:59,0.030,
8/16/2016 18:29,0.030,
8/16/2016 18:59,0.030,
8/16/2016 19:29,0.065,
8/16/2016 19:59,0.030,
8/16/2016 20:29,0.030,
8/16/2016 20:59,0.030,
8/16/2016 21:29,0.030,
8/16/2016 21:59,0.030,
8/16/2016 22:29,0.030,
8/16/2016 22:59,0.030,
8/16/2016 23:29,0.030,
8/16/2016 23:59,0.030,
8/17/2016 0:29,0.030,
8/17/2016 0:59,0.030,
8/17/2016 1:29,0.030,
8/17/2016 1:59,0.030,
8/17/2016 2:29,0.030,
8/17/2016 2:59,0.030,
8/17/2016 3:29,0.030,
8/17/2016 3:59,0.030,
8/17/2016 4:29,0.030,
8/17/2016 4:59,0.030,
8/17/2016 5:29,0.030,
8/17/2016 5:59,0.030,
8/17/2016 6:29,0.030,
8/17/2016 6:59,0.030,
8/17/2016 7:29,0.030,
8/17/2016 7:59,0.030,
8/17/2016 8:29,0.030,
8/17/2016 8:59,0.030,
8/17/2016 9:29,0.030,
8/17/2016 9:59,0.030,
8/17/2016 10:29,0.030,
8/17/2016 10:59,0.030,
8/17/2016 11:29,0.030,
8/17/2016 11:59,0.030,
8/17/2016 12:29,0.030,
8/17/2016 12:59,0.030,
8/17/2016 13:29,0.030,
8/17/2016 13:59,0.030,
8/17/2016 14:29,0.030,
8/17/2016 14:59,0.030,
8/17/2016 15:29,0.030,
8/17/2016 15:59,0.030,
8/17/2016 16:29,0.030,
8/17/2016 16:59,0.030,
8/17/2016 17:29,0.030,
8/17/2016 17:59,0.030,
8/17/2016 18:29,0.030,
8/17/2016 18:59,0.030,
8/17/2016 19:29,0.030,
8/17/2016 19:59,0.030,
8/17/2016 20:29,0.030,
8/17/2016 20:59,0.030,
8/17/2016 21:29,0.030,
8/17/2016 21:59,0.030,
8/17/2016 22:29,0.030,
8/17/2016 22:59,0.030,
8/17/2016 23:29,0.030,
8/17/2016 23:59,0.030,
8/18/2016 0:29,0.067,
8/18/2016 0:59,0.030,
8/18/2016 1:29,0.030,
8/18/2016 1:59,0.030,
8/18/2016 2:29,0.030,
8/18/2016 2:59,0.030,
8/18/2016 3:29,0.030,
8/18/2016 3:59,0.030,
8/18/2016 4:29,0.030,
8/18/2016 4:59,0.030,
8/18/2016 5:29,0.030,
8/18/2016 5:59,0.030,
8/18/2016 6:29,0.030,
8/18/2016 6:59,0.030,
8/18/2016 7:29,0.030,
8/18/2016 7:59,0.030,
8/18/2016 8:29,0.190,
8/18/2016 8:59,0.094,
8/18/2016 9:29,0.030,
8/18/2016 9:59,0.106,
8/18/2016 10:29,0.030,
8/18/2016 10:59,0.030,
8/18/2016 11:29,0.030,
8/18/2016 11:59,0.061,
8/18/2016 12:29,0.082,
8/18/2016 12:59,0.071,
8/18/2016 13:29,0.030,
8/18/2016 13:59,0.030,
8/18/2016 14:29,0.030,
8/18/2016 14:59,0.030,
8/18/2016 15:29,0.074,
8/18/2016 15:59,0.086,
8/18/2016 16:29,0.030,
8/18/2016 16:59,0.030,
8/18/2016 17:29,0.030,
8/18/2016 17:59,0.076,
8/18/2016 18:29,0.030,
8/18/2016 18:59,0.082,
8/18/2016 19:29,0.157,
8/18/2016 19:59,0.144,
8/18/2016 20:29,0.030,
8/18/2016 20:59,0.030,
8/18/2016 21:29,0.030,
8/18/2016 21:59,0.030,
8/18/2016 22:29,0.171,
8/18/2016 22:59,0.030,
8/18/2016 23:29,0.030,
8/18/2016 23:59,0.030,
8/19/2016 0:29,0.079,
8/19/2016 0:59,0.030,
8/19/2016 1:29,0.030,
8/19/2016 1:59,0.030,
8/19/2016 2:29,0.030,
8/19/2016 2:59,0.030,
